               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.023659,            0.011594,           0.0083193,              0.7064,             0.72341,             0.72926,             0.44722,            0.034343,           0.0048168,            0.019669,           0.0037828,           0.0037828,           0.0037828
                 159,            0.023223,            0.011708,           0.0071836,             0.79248,             0.70699,             0.71485,             0.43795,            0.034409,           0.0050013,            0.022634,           0.0037432,           0.0037432,           0.0037432
                 160,            0.024059,            0.011518,           0.0073212,             0.83118,             0.72309,             0.73843,             0.46153,            0.034835,           0.0049582,            0.022093,           0.0037036,           0.0037036,           0.0037036
                 161,            0.023812,            0.011334,           0.0081249,             0.68837,             0.71619,             0.72464,             0.42918,            0.034736,           0.0048161,            0.017923,            0.003664,            0.003664,            0.003664
                 162,            0.024139,            0.011261,           0.0088839,             0.74675,              0.7086,             0.71303,             0.41883,            0.035137,           0.0049693,            0.017515,           0.0036244,           0.0036244,           0.0036244
                 163,            0.024654,            0.011302,           0.0079018,             0.74382,             0.71631,             0.71337,             0.42479,            0.035694,           0.0048196,            0.016294,           0.0035848,           0.0035848,           0.0035848
                 164,            0.024715,            0.011588,           0.0095269,             0.76564,             0.73618,             0.73464,             0.43726,            0.034918,           0.0047421,            0.017388,           0.0035452,           0.0035452,           0.0035452
                 165,            0.023255,              0.0111,            0.007554,             0.81225,             0.68611,             0.73112,             0.44485,            0.034508,           0.0048204,            0.015407,           0.0035056,           0.0035056,           0.0035056
                 166,            0.023488,            0.011356,           0.0087202,             0.73378,             0.72563,               0.731,             0.44005,            0.034115,           0.0048863,            0.014439,            0.003466,            0.003466,            0.003466
                 167,            0.024431,            0.011197,           0.0079109,             0.76408,             0.72613,             0.73373,             0.45248,            0.033216,           0.0050588,            0.014101,           0.0034264,           0.0034264,           0.0034264
                 168,            0.022889,             0.01095,           0.0077474,             0.71848,             0.67822,             0.73964,             0.43956,            0.033161,            0.004921,            0.013541,           0.0033868,           0.0033868,           0.0033868
                 169,            0.022647,            0.011003,           0.0077714,             0.75093,             0.73673,             0.74134,             0.44345,            0.033567,           0.0047266,            0.015611,           0.0033472,           0.0033472,           0.0033472
                 170,            0.024737,            0.011198,           0.0083106,             0.88319,             0.66957,             0.70851,             0.41992,            0.033744,           0.0048064,            0.017487,           0.0033076,           0.0033076,           0.0033076
                 171,            0.023831,            0.011118,            0.009249,             0.85725,             0.65064,             0.71715,             0.41551,            0.034177,           0.0049538,             0.01767,            0.003268,            0.003268,            0.003268
                 172,            0.023153,            0.011313,           0.0080428,             0.65072,             0.73772,             0.70448,             0.42556,            0.034679,             0.00498,             0.01884,           0.0032284,           0.0032284,           0.0032284
                 173,            0.023183,            0.011125,           0.0086475,             0.70139,             0.73481,             0.71305,             0.43115,            0.034275,           0.0050546,            0.020579,           0.0031888,           0.0031888,           0.0031888
                 174,            0.022252,            0.011059,           0.0081483,             0.73274,             0.73154,             0.72803,             0.42792,            0.034055,           0.0048568,            0.017719,           0.0031492,           0.0031492,           0.0031492
                 175,            0.022492,            0.010957,           0.0064321,              0.7437,              0.7296,             0.71963,             0.43943,            0.034185,           0.0048048,            0.017943,           0.0031096,           0.0031096,           0.0031096
                 176,            0.023251,             0.01114,           0.0066084,             0.72617,             0.74378,              0.7305,             0.43697,            0.034385,           0.0048653,            0.017935,             0.00307,             0.00307,             0.00307
                 177,            0.022471,            0.011116,           0.0069203,             0.71313,             0.69806,             0.72749,             0.43167,            0.033963,           0.0048895,            0.019493,           0.0030304,           0.0030304,           0.0030304
                 178,              0.0221,             0.01102,           0.0082074,             0.89143,             0.69754,             0.71296,             0.41854,            0.034274,           0.0048282,            0.017966,           0.0029908,           0.0029908,           0.0029908
                 179,            0.022648,            0.011187,           0.0067361,             0.88292,             0.69163,             0.70266,              0.4192,            0.034462,           0.0050022,            0.018589,           0.0029512,           0.0029512,           0.0029512
                 180,            0.023794,            0.011214,            0.008135,             0.75228,             0.72199,              0.7185,             0.44422,            0.034033,           0.0050075,            0.018051,           0.0029116,           0.0029116,           0.0029116
                 181,            0.023446,            0.011064,           0.0074783,             0.81843,             0.68986,             0.73676,             0.45546,            0.034006,            0.004977,            0.018372,            0.002872,            0.002872,            0.002872
                 182,            0.021984,               0.011,           0.0071689,             0.85116,             0.66201,              0.7429,             0.46314,            0.033466,            0.004883,            0.017111,           0.0028324,           0.0028324,           0.0028324
                 183,            0.021771,            0.010926,           0.0078925,             0.85008,             0.69049,             0.74499,             0.45739,            0.033054,           0.0049341,            0.015337,           0.0027928,           0.0027928,           0.0027928
                 184,            0.022612,            0.011265,           0.0077597,             0.82372,             0.74472,             0.76409,             0.46904,             0.03126,           0.0048818,            0.015965,           0.0027532,           0.0027532,           0.0027532
                 185,            0.022599,            0.010858,           0.0074556,             0.87141,             0.68158,             0.72829,             0.45319,            0.032006,            0.004886,            0.017011,           0.0027136,           0.0027136,           0.0027136
                 186,            0.023137,            0.011149,           0.0076375,             0.76919,             0.72384,             0.73973,             0.45438,            0.033691,            0.004907,            0.018427,            0.002674,            0.002674,            0.002674
                 187,            0.022871,            0.010869,           0.0069479,             0.76434,             0.71854,             0.73411,             0.45649,            0.034107,           0.0047583,            0.017136,           0.0026344,           0.0026344,           0.0026344
                 188,            0.022187,            0.010712,           0.0082157,             0.84628,             0.72738,             0.77536,              0.4767,            0.033475,           0.0048596,            0.015294,           0.0025948,           0.0025948,           0.0025948
                 189,            0.022531,            0.010776,           0.0068855,             0.78747,             0.71715,             0.75149,             0.46762,            0.033096,           0.0049637,            0.016591,           0.0025552,           0.0025552,           0.0025552
                 190,            0.021932,            0.011101,           0.0069174,             0.91103,             0.66356,             0.72864,             0.44424,            0.033516,           0.0048945,             0.01828,           0.0025156,           0.0025156,           0.0025156
                 191,            0.021601,            0.010496,           0.0062482,             0.91745,              0.6534,             0.71635,             0.43047,            0.033708,           0.0049258,             0.01694,            0.002476,            0.002476,            0.002476
                 192,            0.021575,             0.01088,           0.0064381,             0.89974,             0.66998,             0.71686,             0.43463,            0.033843,           0.0050097,            0.014644,           0.0024364,           0.0024364,           0.0024364
                 193,            0.021231,            0.010564,           0.0064324,             0.92289,             0.67808,             0.72736,             0.43557,            0.033757,           0.0049433,            0.014714,           0.0023968,           0.0023968,           0.0023968
                 194,            0.021638,            0.010632,           0.0068256,             0.73079,             0.69634,             0.72939,              0.4449,            0.032966,           0.0049387,              0.0131,           0.0023572,           0.0023572,           0.0023572
                 195,            0.022006,            0.010854,           0.0070555,             0.73247,             0.72567,             0.74608,              0.4612,             0.03217,           0.0049455,            0.012372,           0.0023176,           0.0023176,           0.0023176
                 196,            0.022231,            0.010819,           0.0062244,             0.74003,             0.68653,             0.75112,             0.47346,             0.03271,           0.0049154,            0.012609,            0.002278,            0.002278,            0.002278
                 197,            0.021734,            0.010679,           0.0079188,             0.74349,             0.69236,             0.74756,             0.45844,            0.032929,            0.004926,            0.012366,           0.0022384,           0.0022384,           0.0022384
                 198,            0.021646,            0.010704,           0.0065613,             0.78444,             0.74425,             0.73738,               0.451,            0.033633,           0.0048234,            0.014553,           0.0021988,           0.0021988,           0.0021988
                 199,            0.020816,            0.010631,           0.0055293,             0.70459,             0.70024,              0.7212,             0.44907,             0.03327,           0.0048868,            0.016696,           0.0021592,           0.0021592,           0.0021592
                 200,            0.021756,            0.010832,            0.006628,             0.67858,             0.73449,             0.71701,             0.44495,            0.033352,           0.0049955,            0.017141,           0.0021196,           0.0021196,           0.0021196
                 201,            0.022109,             0.01064,            0.006442,             0.71254,             0.72728,             0.71613,             0.44451,            0.033314,            0.004998,            0.017057,             0.00208,             0.00208,             0.00208
                 202,            0.021173,            0.010702,           0.0056516,             0.76617,             0.71793,             0.72854,             0.45943,            0.033407,           0.0050059,            0.017219,           0.0020404,           0.0020404,           0.0020404
                 203,            0.020642,            0.010413,           0.0053819,             0.75013,             0.73221,             0.73326,             0.45136,             0.03366,           0.0049722,            0.018318,           0.0020008,           0.0020008,           0.0020008
                 204,            0.021588,            0.010629,           0.0069974,                0.73,              0.7271,             0.72797,             0.44845,            0.033369,           0.0049947,             0.01553,           0.0019612,           0.0019612,           0.0019612
                 205,            0.020695,            0.010751,           0.0062792,             0.78103,             0.71474,             0.72886,             0.44104,            0.034011,           0.0050445,            0.016167,           0.0019216,           0.0019216,           0.0019216
                 206,            0.021914,            0.010705,           0.0056175,             0.76485,             0.72446,              0.7348,             0.45517,            0.034187,           0.0049364,             0.01722,            0.001882,            0.001882,            0.001882
                 207,            0.020997,            0.010566,           0.0053822,             0.90351,             0.67165,             0.73181,             0.45902,            0.033623,           0.0048963,            0.017042,           0.0018424,           0.0018424,           0.0018424
                 208,            0.020713,            0.010484,           0.0049212,             0.71863,             0.72762,               0.725,             0.45354,            0.033588,           0.0048959,            0.016511,           0.0018028,           0.0018028,           0.0018028
                 209,            0.020637,            0.010579,           0.0058125,             0.74805,             0.74037,             0.72618,             0.45493,             0.03356,           0.0048657,            0.016394,           0.0017632,           0.0017632,           0.0017632
                 210,            0.021335,            0.010241,           0.0056927,              0.7489,             0.73336,             0.71739,             0.44041,            0.034026,            0.004985,            0.015816,           0.0017236,           0.0017236,           0.0017236
                 211,            0.021519,            0.010445,           0.0072028,             0.72891,             0.72867,             0.71198,             0.43419,            0.033998,            0.005112,            0.016523,            0.001684,            0.001684,            0.001684
                 212,            0.021504,            0.010512,           0.0062854,             0.69312,             0.67816,             0.69958,             0.42647,            0.033662,           0.0051125,            0.016894,           0.0016444,           0.0016444,           0.0016444
                 213,            0.019637,            0.010443,           0.0059807,             0.70368,             0.66147,             0.70244,             0.43115,            0.033168,            0.005014,             0.01821,           0.0016048,           0.0016048,           0.0016048
                 214,            0.021975,            0.010442,           0.0065143,             0.70499,             0.72103,             0.70598,             0.43768,            0.033776,           0.0048688,            0.019234,           0.0015652,           0.0015652,           0.0015652
                 215,            0.020268,            0.010165,            0.005315,             0.67902,             0.71393,             0.69854,              0.4418,            0.034161,           0.0049017,            0.019169,           0.0015256,           0.0015256,           0.0015256
                 216,            0.020813,             0.01054,           0.0056774,             0.75755,             0.70009,             0.70267,             0.44307,            0.034445,           0.0048808,            0.018015,            0.001486,            0.001486,            0.001486
                 217,            0.020446,            0.010395,           0.0059439,             0.67259,             0.65982,             0.69661,             0.43433,            0.034627,           0.0049469,              0.0176,           0.0014464,           0.0014464,           0.0014464
                 218,            0.020392,           0.0098929,           0.0059504,             0.70344,              0.6863,             0.70943,               0.436,            0.034237,            0.004995,            0.017755,           0.0014068,           0.0014068,           0.0014068
                 219,            0.022186,            0.010446,           0.0062787,             0.88167,               0.684,             0.71861,             0.45141,            0.034485,           0.0050052,            0.017584,           0.0013672,           0.0013672,           0.0013672
                 220,            0.020668,            0.010138,           0.0066114,             0.75675,             0.70086,             0.72136,             0.45294,            0.034426,           0.0049896,            0.018059,           0.0013276,           0.0013276,           0.0013276
                 221,              0.0207,              0.0105,           0.0057049,             0.69995,             0.73381,             0.71683,              0.4398,            0.034363,           0.0050701,            0.018376,            0.001288,            0.001288,            0.001288
                 222,            0.020543,            0.010228,           0.0052984,             0.78145,             0.70161,             0.72134,             0.44426,             0.03417,           0.0050579,            0.019056,           0.0012484,           0.0012484,           0.0012484
                 223,            0.019961,            0.010094,           0.0054219,              0.7821,             0.70313,             0.71768,             0.43433,            0.034317,           0.0050553,            0.018871,           0.0012088,           0.0012088,           0.0012088
                 224,            0.020286,            0.010287,           0.0048697,             0.89214,             0.67014,             0.70851,             0.43223,            0.034789,           0.0050993,            0.018257,           0.0011692,           0.0011692,           0.0011692
                 225,            0.020224,            0.010104,           0.0046047,              0.6744,             0.73292,             0.71644,             0.43882,            0.034683,           0.0050926,            0.018569,           0.0011296,           0.0011296,           0.0011296
                 226,            0.020253,             0.01053,           0.0062865,             0.71779,             0.66722,             0.71309,             0.44018,            0.034672,           0.0050573,            0.019405,             0.00109,             0.00109,             0.00109
                 227,            0.020697,           0.0099567,           0.0051283,             0.71856,             0.66549,             0.71026,              0.4378,            0.034737,            0.005106,            0.019813,           0.0010504,           0.0010504,           0.0010504
                 228,            0.019663,            0.010121,           0.0050169,             0.74739,             0.70568,             0.71558,             0.44011,            0.034728,           0.0050988,            0.020439,           0.0010108,           0.0010108,           0.0010108
                 229,            0.020181,            0.010289,             0.00498,             0.72115,             0.65972,             0.69996,             0.42735,            0.034662,            0.005098,             0.02026,           0.0009712,           0.0009712,           0.0009712
                 230,            0.020228,           0.0099697,           0.0055725,             0.71709,              0.6524,              0.7004,             0.42431,            0.034687,           0.0050864,            0.019264,           0.0009316,           0.0009316,           0.0009316
                 231,            0.019855,            0.010086,           0.0054296,             0.71052,             0.65796,             0.69952,             0.42894,            0.034313,           0.0051315,            0.018867,            0.000892,            0.000892,            0.000892
                 232,            0.019764,            0.009954,           0.0045699,             0.69234,             0.66306,             0.70235,             0.43455,            0.034269,           0.0051287,            0.019218,           0.0008524,           0.0008524,           0.0008524
                 233,            0.020487,            0.010127,           0.0047599,             0.68879,             0.66937,             0.70121,             0.43525,            0.034305,           0.0050893,            0.018913,           0.0008128,           0.0008128,           0.0008128
                 234,            0.019937,           0.0098766,           0.0047336,             0.70177,             0.66874,             0.70769,             0.43683,            0.034157,           0.0051062,             0.01897,           0.0007732,           0.0007732,           0.0007732
                 235,            0.020295,            0.010001,           0.0056575,             0.69531,             0.67888,              0.7081,             0.43419,            0.034343,           0.0050996,             0.01922,           0.0007336,           0.0007336,           0.0007336
                 236,            0.018838,            0.010037,           0.0052152,              0.7171,             0.67455,              0.7144,             0.44025,            0.034295,           0.0050858,            0.019218,            0.000694,            0.000694,            0.000694
                 237,            0.019962,           0.0099919,            0.004971,             0.71076,             0.67481,             0.71313,             0.44004,            0.034417,           0.0051161,            0.018906,           0.0006544,           0.0006544,           0.0006544
                 238,            0.018907,           0.0097121,           0.0045097,             0.71506,             0.67029,             0.71054,              0.4333,            0.034595,           0.0051308,            0.018657,           0.0006148,           0.0006148,           0.0006148
                 239,            0.018945,           0.0097225,           0.0042957,              0.7217,              0.6632,             0.71116,             0.43954,            0.034578,           0.0051089,            0.018371,           0.0005752,           0.0005752,           0.0005752
                 240,            0.020146,            0.010148,           0.0043701,             0.72044,             0.66175,             0.71056,             0.44104,            0.034356,           0.0051247,             0.01855,           0.0005356,           0.0005356,           0.0005356
                 241,            0.019553,           0.0099878,           0.0041779,             0.70923,             0.65178,             0.70127,             0.43684,            0.034348,           0.0051295,            0.018673,            0.000496,            0.000496,            0.000496
                 242,            0.019199,            0.009877,           0.0047633,             0.68631,             0.67715,             0.71194,             0.43925,            0.034198,           0.0051483,            0.018458,           0.0004564,           0.0004564,           0.0004564
                 243,             0.01996,             0.01011,           0.0045282,             0.68554,             0.67015,             0.71503,             0.43762,            0.034215,           0.0051528,            0.018557,           0.0004168,           0.0004168,           0.0004168
                 244,            0.018717,           0.0094834,           0.0045281,             0.69429,             0.67231,             0.71447,              0.4405,            0.034316,           0.0051198,            0.018513,           0.0003772,           0.0003772,           0.0003772
                 245,            0.019719,           0.0098439,            0.005232,             0.69875,             0.67627,             0.71481,             0.43606,            0.034324,           0.0051095,            0.018254,           0.0003376,           0.0003376,           0.0003376
                 246,            0.018234,            0.009814,           0.0042199,             0.70042,             0.67646,             0.71768,              0.4379,             0.03432,           0.0051177,            0.017928,            0.000298,            0.000298,            0.000298
                 247,            0.019698,           0.0098416,           0.0041153,              0.6989,             0.67715,             0.71823,             0.43909,            0.034205,           0.0051223,            0.017617,           0.0002584,           0.0002584,           0.0002584
                 248,             0.01886,           0.0099315,            0.004673,             0.69693,             0.67604,             0.71736,             0.43782,            0.034145,           0.0051244,            0.017343,           0.0002188,           0.0002188,           0.0002188
                 249,            0.019218,           0.0099919,           0.0045161,             0.69864,             0.67872,             0.72049,             0.43972,            0.034177,            0.005119,             0.01712,           0.0001792,           0.0001792,           0.0001792
